movie_id,movie_name,release_year,runtime_minutes,genres,averagerating,numvotes,release_date,production_budget,domestic_gross,worldwide_gross,writers,person_ids
tt1217209,brave,2012,93,"adventure,animation,comedy",7.1,338728,2012-06-22,185000000,237282182,554606532,"Brenda Chapman, Brenda Chapman, Brenda Chapman, Mark Andrews, Mark Andrews, Mark Andrews, Irene Mecchi, Irene Mecchi, Irene Mecchi","nm0152312, nm0152312, nm0152312, nm0028764, nm0028764, nm0028764, nm0575293, nm0575293, nm0575293"
tt1219827,ghost in the shell,2017,107,"action,drama,sci-fi",6.4,176499,2017-03-31,110000000,40563557,167910690,"Ehren Kruger, Shirow Masamune, William Wheeler","nm0472567, nm0794385, nm0923980"
tt1220634,resident evil: afterlife,2010,96,"action,adventure,horror",5.9,153270,2010-09-10,57500000,60128566,295874190,Paul W.S. Anderson,nm0027271
tt1222817,zookeeper,2011,102,"comedy,family,romance",5.2,52396,2011-07-08,80000000,80360866,170805525,"Nick Bakay, Kevin James","nm0048169, nm0416673"
tt1224378,viy,2014,127,"adventure,fantasy,mystery",5.3,4365,2015-06-30,26000000,0,34246770,"Aleksandr Karpov, Oleg Stepchenko","nm0440022, nm1897071"
tt1226229,get him to the greek,2010,109,"adventure,comedy,music",6.4,161653,2010-06-04,40000000,61153526,91455875,"Jason Segel, Nicholas Stoller","nm0781981, nm0831557"
tt1226273,edge of darkness,2010,117,"crime,drama,mystery",6.6,84753,2010-01-29,60000000,43313890,82812456,"Andrew Bovell, William Monahan","nm0100597, nm1184258"
tt1228705,iron man 2,2010,124,"action,adventure,sci-fi",7.0,657690,2010-05-07,170000000,312433331,621156389,"Justin Theroux, Larry Lieber","nm0857620, nm1293367"
tt1228987,let me in,2010,116,"drama,fantasy,horror",7.1,107012,2010-10-01,20000000,12134935,28270399,"Matt Reeves, John Ajvide Lindqvist","nm0716257, nm0512137"
tt1229340,anchorman 2: the legend continues,2013,119,comedy,6.3,156116,2013-12-18,50000000,127352707,172185754,Adam McKay,nm0570912
tt1231583,due date,2010,95,"adventure,comedy",6.5,303523,2010-11-05,65000000,100539043,211739043,"Todd Phillips, Alan R. Cohen, Alan Freedland","nm0680846, nm0169182, nm0293139"
tt1231587,hot tub time machine,2010,101,"comedy,sci-fi",6.4,153962,2010-03-26,36000000,50269859,65967750,Josh Heald,nm0372222
tt1232829,21 jump street,2012,109,"action,comedy,crime",7.2,477771,2012-03-16,42000000,138447667,202812429,"Michael Bacall, Michael Bacall, Jonah Hill, Jonah Hill","nm0045209, nm0045209, nm1706767, nm1706767"
tt1233192,brighton rock,2010,111,"crime,drama,thriller",5.7,5784,2011-08-26,11000000,229653,229653,Rowan Joffe,nm0423626
tt1234719,red dawn,2012,93,"action,sci-fi,thriller",5.4,69599,2012-11-21,65000000,44806783,48164150,"Kevin Reynolds, John Milius","nm0721817, nm0587518"
tt1235170,the future,2011,91,"drama,fantasy,romance",6.2,7648,2011-07-29,1000000,568662,1239174,Miranda July,nm0432380
tt1235189,wild target,2010,98,"action,comedy,crime",6.8,33915,2010-10-29,8000000,109338,5314194,"Pierre Salvadori, Lucinda Coxon","nm0759270, nm0185309"
tt1240982,your highness,2011,102,"adventure,comedy,fantasy",5.5,92940,2011-04-08,50000000,21596445,26121638,Danny McBride,nm1144419
tt1242432,i spit on your grave,2010,108,"horror,thriller",6.3,68592,2010-10-08,1750000,93051,1278471,Meir Zarchi,nm0953392
tt1242460,we need to talk about kevin,2011,112,"drama,mystery,thriller",7.5,123619,2012-01-13,7000000,1738692,10765283,"Lynne Ramsay, Lionel Shriver","nm0708903, nm2651543"
tt1243957,the tourist,2010,103,"action,adventure,thriller",6.0,206714,2010-12-10,100000000,67631157,278731369,"Christopher McQuarrie, Florian Henckel von Donnersmarck, Julian Fellowes, Jérôme Salle","nm0003160, nm0003697, nm0271501, nm1362432"
tt1243974,aloha,2015,105,"comedy,drama,romance",5.4,54646,2015-05-29,37000000,21052030,25387091,Cameron Crowe,nm0001081
tt1245492,this is the end,2013,107,"comedy,fantasy",6.6,360556,2013-06-12,32000000,101470202,126539117,"Seth Rogen, Seth Rogen, Jason Stone, Jason Stone","nm0736622, nm0736622, nm1083540, nm1083540"
tt1250777,kick-ass,2010,117,"action,comedy",7.6,497363,2010-04-16,28000000,48071303,97531134,"Mark Millar, John Romita Jr., Jane Goldman, Matthew Vaughn","nm2092839, nm1348210, nm0963359, nm0891216"
tt1251743,salvation boulevard,2011,96,"action,comedy,drama",5.3,4220,2011-07-15,5500000,28468,28468,George Ratliff,nm0711807
tt1253863,300: rise of an empire,2014,102,"action,fantasy,war",6.2,262978,2014-03-07,110000000,106580051,330780051,"Frank Miller, Zack Snyder","nm0588340, nm0811583"
tt1253864,immortals,2011,110,"action,drama,fantasy",6.0,152992,2011-11-11,75000000,83504017,211562435,"Charley Parlapanides, Vlas Parlapanides","nm0663048, nm0663050"
tt1255919,holmes & watson,2018,90,"adventure,comedy,crime",3.8,17661,2018-12-25,42000000,30568743,41926605,Etan Cohen,nm1000113
tt1255953,incendies,2010,131,"drama,mystery,war",8.3,124156,2010-09-17,6800000,6857096,16038343,Denis Villeneuve,nm0898288
tt1258972,the man with the iron fists,2012,95,action,5.4,58185,2012-11-02,15000000,15634090,22018988,Eli Roth,nm0744834
tt1259521,the cabin in the woods,2011,95,horror,7.0,338445,2012-04-13,30000000,42073277,70689968,"Joss Whedon, Drew Goddard","nm0923736, nm1206844"
tt1259528,den of thieves,2018,140,"action,crime,drama",7.0,69648,2018-01-19,30000000,44947622,80131391,"Paul Scheuring, Christian Gudegast","nm0771228, nm0345615"
tt1261945,sex and the city 2,2010,146,"comedy,drama,romance",4.4,69199,2010-05-27,95000000,95347692,294680778,"Michael Patrick King, Candace Bushnell, Darren Star","nm0455078, nm0124299, nm0823015"
tt1262416,scream 4,2011,111,"horror,mystery",6.2,118779,2011-04-15,40000000,38180928,95989590,Kevin Williamson,nm0932078
tt1265990,the roommate,2011,91,"drama,thriller",4.9,33062,2011-02-04,16000000,37300107,52545707,Sonny Mallhi,nm1867458
tt1268799,a very harold & kumar 3d christmas,2011,90,"adventure,comedy",6.3,62151,2011-11-04,20000000,35061031,36265745,"Jon Hurwitz, Hayden Schlossberg","nm1375358, nm1376383"
tt1270761,don't be afraid of the dark,2010,99,"fantasy,horror,thriller",5.6,44490,2011-08-26,25000000,24046682,39126427,"Guillermo del Toro, Matthew Robbins","nm0868219, nm0730422"
tt1270798,x-men: first class,2011,131,"action,adventure,sci-fi",7.7,608930,2011-06-03,160000000,146408305,355408305,"Jane Goldman, Matthew Vaughn, Ashley Miller, Bryan Singer","nm0963359, nm0891216, nm1005420, nm0001741"
tt1272878,2 guns,2013,109,"action,comedy,crime",6.7,182025,2013-08-02,61000000,75612460,132493015,Steven Grant,nm1556427
tt1273221,london fields,2018,118,"crime,mystery,thriller",4.3,2871,2018-10-26,8000000,252676,433732,Martin Amis,nm0025007
tt1273678,the spy next door,2010,94,"action,comedy,family",5.5,36767,2010-01-15,28000000,24307106,46752858,"Gregory Poirier, James Greer","nm0201304, nm0007079"
tt1274586,dying of the light,2014,94,"drama,thriller",4.4,8888,2014-12-05,5000000,0,74639,Paul Schrader,nm0001707
tt1276104,looper,2012,113,"action,crime,drama",7.4,500595,2012-09-28,30000000,66486205,170466405,Rian Johnson,nm0426059
tt1277953,madagascar 3: europe's most wanted,2012,93,"adventure,animation,comedy",6.8,146858,2012-06-08,145000000,216391482,746921271,"Noah Baumbach, Noah Baumbach, Noah Baumbach, Billy Frolick, Billy Frolick, Billy Frolick, Matt Shire, Matt Shire, Matt Shire, Tom McGrath, Tom McGrath, Tom McGrath","nm0000876, nm0000876, nm0000876, nm1129905, nm1129905, nm1129905, nm0794252, nm0794252, nm0794252, nm0569891, nm0569891, nm0569891"
tt1282140,easy a,2010,92,"comedy,drama,romance",7.1,330125,2010-09-17,8000000,58401464,76200721,Bert V. Royal,nm1421629
tt1284575,bad teacher,2011,92,"comedy,romance",5.7,181189,2011-06-24,19000000,100292856,215448997,Gene Stupnitsky,nm1969144
tt1285016,the social network,2010,120,"biography,drama",7.7,568578,2010-10-01,40000000,96962694,224922135,"Aaron Sorkin, Ben Mezrich","nm0815070, nm0583826"
tt1288558,evil dead,2013,91,"fantasy,horror,thriller",6.5,146399,2013-04-05,17000000,54239856,97778356,"Fede Alvarez, Sam Raimi","nm1793079, nm0000600"
tt1291584,warrior,2011,140,"drama,sport",8.2,403755,2011-09-09,25000000,13657115,24215385,"Anthony Tambakis, Gavin O'Connor","nm3294574, nm0640334"
tt1292566,how to be single,2016,110,"comedy,drama,romance",6.1,74329,2016-02-12,37000000,46843513,100003780,Liz Tuccillo,nm0875710
tt1293847,xxx: return of xander cage,2017,107,"action,adventure,thriller",5.2,77976,2017-01-20,85000000,44898413,345033359,Rich Wilkes,nm0929186
tt1294226,the last song,2010,107,"drama,music,romance",6.0,74914,2010-03-31,20000000,62950384,92678948,"Nicholas Sparks, Jeff Van Wie","nm0817023, nm3491486"
tt1298649,the watch,2012,102,"action,comedy,horror",5.7,115757,2012-07-27,55000000,34353000,67130045,Seth Rogen,nm0736622
tt1298650,pirates of the caribbean: on stranger tides,2011,136,"action,adventure,fantasy",6.6,447624,2011-05-20,410600000,241063875,1045663875,"Ted Elliott, Terry Rossio, Tim Powers","nm0254645, nm0744429, nm0694627"
tt1300854,iron man 3,2013,130,"action,adventure,sci-fi",7.2,692794,2013-05-03,200000000,408992272,1215392272,"Drew Pearce, Warren Ellis, Shane Black, Larry Lieber","nm1510800, nm1979137, nm0000948, nm1293367"
tt1302011,kung fu panda 2,2011,90,"action,adventure,animation",7.2,228465,2011-05-26,150000000,165249063,664837547,"Jonathan Aibel, Glenn Berger, Ethan Reiff","nm0008743, nm0074184, nm0717550"
tt1303803,standing ovation,2010,105,musical,3.3,658,2010-07-16,5600000,531806,531806,Stewart Raffill,nm0706296
tt1305583,our family wedding,2010,103,"comedy,romance",4.9,6417,2010-03-12,14000000,20255281,21410546,Rick Famuyiwa,nm0266622
tt1305591,mars needs moms,2011,88,"adventure,animation,family",5.4,19823,2011-03-11,150000000,21392758,39549758,Berkeley Breathed,nm0106455
tt1316616,there be dragons,2011,122,"biography,drama,war",5.8,4326,2011-05-06,36000000,1069334,4020990,Roland Joffé,nm0423646
tt1318514,rise of the planet of the apes,2011,105,"action,drama,sci-fi",7.6,473020,2011-08-05,93000000,176760185,470986200,"Rick Jaffa, Amanda Silver","nm0415425, nm0798646"
tt1319716,it's a wonderful afterlife,2010,100,"comedy,drama,fantasy",5.4,1361,2010-10-08,10000000,0,1642939,"Paul Mayeda Berges, Gurinder Chadha","nm0074488, nm0149446"
tt1320244,the last exorcism,2010,87,"drama,horror,thriller",5.6,45815,2010-08-27,1800000,41034350,70165900,Andrew Gurland,nm0348640
tt1320253,the expendables,2010,103,"action,adventure,thriller",6.5,307897,2010-08-13,82000000,103068524,268268174,"Sylvester Stallone, Dave Callaham","nm0000230, nm1709264"
tt1321511,oldboy,2013,104,"action,drama,mystery",5.8,63231,2005-03-25,3000000,707391,6239723,Mark Protosevich,nm0698873
tt1322269,august: osage county,2013,121,"comedy,drama",7.2,79383,2013-12-25,25000000,37738810,50738810,Tracy Letts,nm0504832
tt1323594,despicable me,2010,95,"animation,comedy,family",7.7,464511,2010-07-09,69000000,251513985,543464573,"Cinco Paul, Cinco Paul","nm0666791, nm0666791"
tt1325004,the twilight saga: eclipse,2010,124,"adventure,drama,fantasy",5.0,211733,2010-06-30,68000000,300531751,706102828,"Melissa Rosenberg, Stephenie Meyer","nm0742279, nm2769412"
tt1327194,the lucky one,2012,101,"drama,romance",6.5,94359,2012-04-20,25000000,60457138,96633833,Nicholas Sparks,nm0817023
tt1327773,lee daniels' the butler,2013,132,"biography,drama",7.2,102468,2013-08-16,30000000,116632095,177025498,"Danny Strong, Wil Haygood","nm0834960, nm1665973"
tt1333125,movie 43,2013,94,comedy,4.3,92980,2013-01-25,10000000,8840453,31164747,"James Gunn, James Gunn, James Gunn, James Gunn, James Gunn, James Gunn, James Gunn, James Gunn, James Gunn, James Gunn, James Gunn, James Gunn, James Gunn, Jonathan van Tulleken, Jonathan van Tulleken, Jonathan van Tulleken, Jonathan van Tulleken, Jonathan van Tulleken, Jonathan van Tulleken, Jonathan van Tulleken, Jonathan van Tulleken, Jonathan van Tulleken, Jonathan van Tulleken, Jonathan van Tulleken, Jonathan van Tulleken, Jonathan van Tulleken, Olle Sarri, Olle Sarri, Olle Sarri, Olle Sarri, Olle Sarri, Olle Sarri, Olle Sarri, Olle Sarri, Olle Sarri, Olle Sarri, Olle Sarri, Olle Sarri, Olle Sarri, Bob Odenkirk, Bob Odenkirk, Bob Odenkirk, Bob Odenkirk, Bob Odenkirk, Bob Odenkirk, Bob Odenkirk, Bob Odenkirk, Bob Odenkirk, Bob Odenkirk, Bob Odenkirk, Bob Odenkirk, Bob Odenkirk","nm0348181, nm0348181, nm0348181, nm0348181, nm0348181, nm0348181, nm0348181, nm0348181, nm0348181, nm0348181, nm0348181, nm0348181, nm0348181, nm1743387, nm1743387, nm1743387, nm1743387, nm1743387, nm1743387, nm1743387, nm1743387, nm1743387, nm1743387, nm1743387, nm1743387, nm1743387, nm0765563, nm0765563, nm0765563, nm0765563, nm0765563, nm0765563, nm0765563, nm0765563, nm0765563, nm0765563, nm0765563, nm0765563, nm0765563, nm0644022, nm0644022, nm0644022, nm0644022, nm0644022, nm0644022, nm0644022, nm0644022, nm0644022, nm0644022, nm0644022, nm0644022, nm0644022"
tt1334260,never let me go,2010,103,"drama,romance,sci-fi",7.1,130084,2010-09-15,15000000,2434652,11173718,"Alex Garland, Kazuo Ishiguro","nm0307497, nm0410958"
tt1335975,47 ronin,2013,128,"action,adventure,drama",6.3,135754,2013-12-25,175000000,38362475,151716815,Hossein Amini,nm0024925
tt1336608,rock of ages,2012,123,"comedy,drama,musical",5.9,69910,2012-06-15,70000000,38518613,61031932,"Justin Theroux, Chris D'Arienzo","nm0857620, nm0195476"
tt1340800,tinker tailor soldier spy,2011,122,"drama,mystery,thriller",7.1,174890,2011-12-09,21000000,24149393,81452811,John le Carré,nm0494170
tt1341167,four lions,2010,97,"comedy,crime,drama",7.3,66209,2010-11-05,3750000,310007,2436111,"Christopher Morris, Sam Bain, Simon Blackwell","nm0606439, nm1095060, nm1006581"
tt1343727,dredd,2012,95,"action,crime,sci-fi",7.1,234616,2012-09-21,45000000,13414714,41467606,"Alex Garland, John Wagner","nm0307497, nm0905957"
tt1345836,the dark knight rises,2012,164,"action,thriller",8.4,1387769,2012-07-20,275000000,448139099,1084439099,"David S. Goyer, Jonathan Nolan, Christopher Nolan","nm0333060, nm0634300, nm0634240"
tt1351685,jack the giant slayer,2013,114,"adventure,fantasy",6.3,123127,2013-03-01,195000000,65187603,197687603,"Christopher McQuarrie, David Dobkin","nm0003160, nm0229694"
tt1355683,black mass,2015,123,"biography,crime,drama",6.9,155847,2015-09-18,53000000,62575678,98837872,"Jez Butterworth, Mark Mallouk","nm0125336, nm3286851"
tt1361313,the extra man,2010,108,comedy,5.9,4580,2010-07-30,7000000,453377,492108,"Robert Pulcini, Robert Pulcini, Shari Springer Berman, Shari Springer Berman","nm0700301, nm0700301, nm0075849, nm0075849"
tt1365519,tomb raider,2018,119,"action,adventure,fantasy",6.3,163560,2018-03-16,90000000,58250803,273477501,"Geneva Robertson-Dworet, Rhianna Pratchett","nm4039044, nm2824501"
tt1366365,the cold light of day,2012,93,"action,thriller",4.9,33039,2012-09-07,20000000,3763583,25361206,Scott Wiper,nm0007045
tt1371111,cloud atlas,2012,172,"action,drama,mystery",7.4,326473,2012-10-26,102000000,27108272,130673154,"Lilly Wachowski, Lilly Wachowski, Lilly Wachowski, Lana Wachowski, Lana Wachowski, Lana Wachowski, Tom Tykwer, Tom Tykwer, Tom Tykwer, David Mitchell, David Mitchell, David Mitchell","nm0905152, nm0905152, nm0905152, nm0905154, nm0905154, nm0905154, nm0878756, nm0878756, nm0878756, nm3290967, nm3290967, nm3290967"
tt1371150,this is where i leave you,2014,103,"comedy,drama",6.6,65202,2014-09-19,20000000,34296320,41296320,Jonathan Tropper,nm2267086
tt1371155,made in dagenham,2010,113,"biography,comedy,drama",7.2,13121,2010-11-19,8000000,1095369,15644196,William Ivory,nm0412470
tt1374989,pride and prejudice and zombies,2016,108,"action,comedy,horror",5.8,46187,2016-02-05,28000000,10907291,16638300,"Seth Grahame-Smith, Burr Steers","nm0334381, nm0824882"
tt1374992,upside down,2012,109,"drama,fantasy,romance",6.4,66347,2013-03-15,50000000,102118,26387039,"Santiago Amigorena, Juan Solanas","nm0024887, nm0812626"
tt1375666,inception,2010,148,"action,adventure,sci-fi",8.8,1841066,2010-07-16,160000000,292576195,835524642,Christopher Nolan,nm0634240
tt1375670,grown ups,2010,102,comedy,6.0,210377,2010-06-25,75000000,162001186,272223430,"Adam Sandler, Fred Wolf","nm0001191, nm0937748"
tt1385867,cop out,2010,107,"action,comedy,crime",5.6,81656,2010-02-26,37000000,44875481,55909910,Robb Cullen,nm0191523
tt1386588,the other guys,2010,107,"action,comedy,crime",6.7,221664,2010-08-06,100000000,119219978,170936470,"Adam McKay, Chris Henchy","nm0570912, nm0376260"
tt1386697,suicide squad,2016,123,"action,adventure,fantasy",6.0,533039,2016-08-05,175000000,325100054,746059887,"John Ostrander, David Ayer","nm1694619, nm0043742"
tt1389072,downsizing,2017,135,"drama,sci-fi",5.7,74815,2017-12-22,68000000,24449754,54462971,"Jim Taylor, Alexander Payne","nm0852591, nm0668247"
tt1389137,we bought a zoo,2011,124,"comedy,drama,family",7.1,126849,2011-12-23,50000000,75624550,118729073,"Aline Brosh McKenna, Cameron Crowe","nm0112459, nm0001081"
tt1390411,in the heart of the sea,2015,122,"action,adventure,biography",6.9,108628,2015-12-11,100000000,25020758,89693309,"Rick Jaffa, Amanda Silver","nm0415425, nm0798646"
tt1391137,why did i get married too?,2010,121,"comedy,drama,romance",4.6,8653,2010-04-02,20000000,60095852,60831067,Tyler Perry,nm1347153
tt1392170,the hunger games,2012,142,"action,adventure,sci-fi",7.2,795227,2012-03-23,80000000,408010692,677923379,"Suzanne Collins, Gary Ross","nm1056741, nm0002657"
tt1392190,mad max: fury road,2015,120,"action,adventure,sci-fi",8.1,780910,2015-05-15,150000000,153636354,370098020,George Miller,nm0004306
tt1392197,marmaduke,2010,87,"comedy,family",4.2,13283,2010-06-04,50000000,33644788,89895930,Vince Di Meglio,nm0224084
tt1396484,it,2017,135,"horror,thriller",7.4,359123,2017-09-08,35000000,327481748,697457969,Stephen King,nm0000175
tt1397280,taken 2,2012,92,"action,thriller",6.3,273106,2012-10-05,45000000,139854287,377807404,"Luc Besson, Robert Mark Kamen","nm0000108, nm0436543"
tt1399103,transformers: dark of the moon,2011,154,"action,adventure,sci-fi",6.2,366409,2011-06-29,195000000,352390543,1123790543,Ehren Kruger,nm0472567
tt1399683,winter's bone,2010,100,"drama,mystery",7.2,127751,2010-06-11,2000000,6531503,16131551,Debra Granik,nm0335138
tt1402488,happy feet two,2011,100,"adventure,animation,comedy",5.9,38396,2011-11-18,135000000,64006466,157956466,"John Collee, John Collee, John Collee, Judy Morris, Judy Morris, Judy Morris, George Miller, George Miller, George Miller, Paul Livingston, Paul Livingston, Paul Livingston","nm0171722, nm0171722, nm0171722, nm0606688, nm0606688, nm0606688, nm0004306, nm0004306, nm0004306, nm0515282, nm0515282, nm0515282"
tt1403865,true grit,2010,110,"adventure,drama,western",7.6,284034,2010-12-22,35000000,171243005,252276928,"Joel Coen, Joel Coen, Ethan Coen, Ethan Coen, Charles Portis, Charles Portis","nm0001054, nm0001054, nm0001053, nm0001053, nm0692427, nm0692427"
tt1405500,for colored girls,2010,133,drama,6.1,6728,2010-11-05,21000000,37729698,38017873,Tyler Perry,nm1347153
tt1408101,star trek into darkness,2013,132,"action,adventure,sci-fi",7.7,445535,2013-05-16,190000000,228778661,467381584,"Alex Kurtzman, Roberto Orci, Damon Lindelof","nm0476064, nm0649460, nm0511541"
tt1409024,men in black 3,2012,106,"action,adventure,comedy",6.8,309879,2012-05-25,215000000,179020854,654213485,"Etan Cohen, Lowell Cunningham","nm1000113, nm0192384"
tt1411250,riddick,2013,119,"action,adventure,sci-fi",6.4,144821,2013-09-06,38000000,42025135,94763758,"David Twohy, Jim Wheat, Ken Wheat","nm0878638, nm0923646, nm0003117"
tt1411664,bucky larson: born to be a star,2011,97,comedy,3.3,10648,2011-09-09,10000000,2529395,2529395,"Adam Sandler, Allen Covert, Nick Swardson","nm0001191, nm0184445, nm0841910"
tt1411697,the hangover part ii,2011,102,"comedy,mystery",6.5,432800,2011-05-26,80000000,254464305,586464305,"Craig Mazin, Scot Armstrong, Todd Phillips","nm0563301, nm0035905, nm0680846"
tt1411704,hop,2011,95,"adventure,animation,comedy",5.4,28893,2011-04-01,63000000,108085305,188657593,"Cinco Paul, Brian Lynch","nm0666791, nm0528244"
tt1412386,the best exotic marigold hotel,2011,124,"comedy,drama,romance",7.3,85811,2012-05-04,10000000,46383639,134639780,"Deborah Moggach, Ol Parker","nm0595738, nm0662530"
tt1412528,table 19,2017,87,"comedy,drama,romance",5.8,22751,2017-03-03,5000000,3614896,4620399,"Mark Duplass, Jay Duplass, Jeffrey Blitz","nm0243233, nm0243231, nm0998825"
tt1413492,12 strong,2018,130,"action,drama,history",6.6,50155,2018-01-19,35000000,45819713,71118378,"Peter Craig, Ted Tally","nm0185976, nm0848217"
tt1416801,kill the irishman,2011,106,"biography,crime,drama",7.1,41504,2011-03-11,12000000,1188194,1188194,"Jonathan Hensleigh, Rick Porrello","nm0378144, nm1020913"
tt1418377,"i, frankenstein",2014,92,"action,fantasy,horror",5.1,74910,2014-01-24,65000000,19075290,74575290,Kevin Grevioux,nm0340485
tt1421051,somewhere,2010,97,"comedy,drama",6.3,40250,2010-12-22,7000000,1785645,17023121,Sofia Coppola,nm0001068
tt1422136,a lonely place to die,2011,99,"adventure,crime,thriller",6.3,25547,2012-03-20,4000000,0,442550,Will Gilbey,nm1402203
tt1428538,hansel & gretel: witch hunters,2013,88,"action,fantasy,horror",6.1,183387,2013-01-25,50000000,55703475,214949716,Tommy Wirkola,nm2482088
tt1430132,the wolverine,2013,126,"action,adventure,sci-fi",6.7,401286,2013-07-26,115000000,132556852,416456852,"Mark Bomback, Scott Frank","nm0093560, nm0291082"
tt1430612,brick mansions,2014,90,"action,crime",5.7,37528,2014-04-25,28000000,20396829,73421224,Luc Besson,nm0000108
tt1433108,faster,2010,98,"action,crime,drama",6.5,93618,2010-11-24,24000000,23240020,35792945,Tony Gayton,nm0311024
tt1438176,fright night,2011,106,"comedy,horror",6.4,94555,2011-08-19,30000000,18298649,40520649,"Tom Holland, Marti Noxon","nm0276169, nm0637497"
tt1438254,charlie st. cloud,2010,99,"drama,fantasy,romance",6.5,55016,2010-07-30,44000000,31206263,48478084,"Lewis Colick, Ben Sherwood","nm0171474, nm1639636"
tt1440161,a little bit of heaven,2011,106,"comedy,drama,fantasy",6.3,26441,2012-05-04,12500000,10011,1100287,Gren Wells,nm0920227
tt1440292,submarine,2010,97,"comedy,drama,romance",7.3,79810,2011-06-03,1900000,467602,4581937,"Richard Ayoade, Joe Dunthorne","nm1547964, nm3660914"
tt1440728,the american,2010,105,"crime,drama,thriller",6.3,86863,2010-09-01,20000000,35606376,67950723,Rowan Joffe,nm0423626
tt1441395,under the skin,2013,108,"drama,horror,sci-fi",6.3,113196,2014-04-04,13300000,2614251,7229933,"Jonathan Glazer, Michel Faber","nm0322242, nm1480060"
tt1441951,quartet,2012,94,"comedy,drama",6.8,17979,2013-01-11,11000000,18388357,56178935,Ronald Harwood,nm0367838
tt1446192,rise of the guardians,2012,97,"action,adventure,animation",7.3,145281,2012-11-21,145000000,103412758,306900902,"David Lindsay-Abaire, William Joyce","nm1865755, nm0431622"
tt1446714,prometheus,2012,124,"adventure,mystery,sci-fi",7.0,538720,2012-06-08,125000000,126477084,402448265,Damon Lindelof,nm0511541
tt1448755,killer elite,2011,116,"action,crime,thriller",6.5,117711,2011-09-23,70000000,25124986,65409046,Ranulph Fiennes,nm0276399
tt1453405,monsters university,2013,104,"adventure,animation,comedy",7.3,291887,2013-06-21,200000000,268488329,743588329,Dan Scanlon,nm0768959
tt1454468,gravity,2013,91,"drama,sci-fi,thriller",7.7,710018,2013-10-04,110000000,274092705,693698673,"Alfonso Cuarón, Jonás Cuarón","nm0190859, nm0190861"
tt1457767,the conjuring,2013,112,"horror,mystery,thriller",7.5,397233,2013-07-19,20000000,137400141,318000141,"Carey W. Hayes, Chad Hayes","nm0370928, nm0370937"
tt1458175,the next three days,2010,133,"action,crime,drama",7.4,168066,2010-11-19,30000000,21148651,67255916,Paul Haggis,nm0353673
tt1462054,letters to god,2010,110,"drama,family",6.3,4443,2010-04-09,3000000,2848587,3237452,"Patrick Doughtie, Patrick Doughtie, Cullen Douglas, Cullen Douglas","nm3459865, nm3459865, nm0235004, nm0235004"
tt1462769,the odd life of timothy green,2012,105,"comedy,drama,family",6.6,42770,2012-08-15,40000000,51853450,55249159,"Peter Hedges, Ahmet Zappa","nm0373282, nm0953257"
tt1464174,"big mommas: like father, like son",2011,107,"action,comedy,crime",4.4,23520,2011-02-18,32000000,37915414,82332450,Darryl Quarles,nm0702912
tt1464540,i am number four,2011,111,"action,adventure,sci-fi",6.1,217762,2011-02-18,50000000,55100437,146195159,"James Frey, Marti Noxon, Alfred Gough, Miles Millar, Jobie Hughes","nm0294580, nm0637497, nm0332184, nm0587692, nm3787416"
tt1469304,baywatch,2017,116,"action,comedy,crime",5.6,137528,2017-05-25,60000000,58060186,175863783,"Thomas Lennon, Robert Ben Garant, Gregory J. Bonann","nm0502073, nm0304830, nm0093748"
tt1470023,macgruber,2010,90,"action,comedy,romance",5.5,39782,2010-05-21,10000000,8525600,8629895,"Will Forte, John Solomon, Jorma Taccone","nm0287182, nm1231253, nm1672246"
tt1472584,max steel,2016,92,"action,adventure,family",4.6,16788,2016-10-14,10000000,3818664,4563080,Christopher L. Yost,nm1236653
tt1477834,aquaman,2018,143,"action,adventure,fantasy",7.1,263328,2018-12-21,160000000,335061807,1146894640,"Geoff Johns, James Wan","nm0424315, nm1490123"
tt1477837,cedar rapids,2011,87,comedy,6.3,34759,2011-02-11,10000000,6861102,7862131,Phil Johnston,nm1601882
tt1478338,bridesmaids,2011,125,"comedy,romance",6.8,249501,2011-05-13,32500000,169211718,289632023,Annie Mumolo,nm1754239
tt1478964,attack the block,2011,88,"action,comedy,sci-fi",6.7,93868,2011-07-29,13000000,1024175,6459183,Joe Cornish,nm0180428
tt1480658,eddie: the sleepwalking cannibal,2012,90,"comedy,horror",5.6,1364,2013-04-05,1400000,1632,1632,Alex Epstein,nm0258420
tt1485796,the greatest showman,2017,105,"biography,drama,musical",7.6,199663,2017-12-20,84000000,174340174,386665550,"Jenny Bicks, Bill Condon","nm0081081, nm0174374"
tt1486193,5 days of war,2011,113,"action,drama,war",5.6,13089,2011-08-19,12000000,17479,87793,Mikko Alanne,nm1209140
tt1489889,central intelligence,2016,107,"action,comedy,crime",6.3,138872,2016-06-17,50000000,127440871,217194805,"Rawson Marshall Thurber, Ike Barinholtz","nm1098493, nm0054697"
tt1490017,the lego movie,2014,100,"action,adventure,animation",7.8,304179,2014-02-07,60000000,257784718,457729388,"Phil Lord, Phil Lord, Christopher Miller, Christopher Miller, Peter Laird, Peter Laird, Kevin Eastman, Kevin Eastman","nm0520488, nm0520488, nm0588087, nm0588087, nm0481990, nm0481990, nm0247653, nm0247653"
tt1491044,the iceman,2012,106,"biography,crime,drama",6.9,65571,2013-05-03,10000000,1930282,3623609,Ariel Vromen,nm1033517
